Damage,GammaDist,Probability,Percentile,DPS,Damage,Normal,Percentile
5984121,1.2956E-07,1.2956E-07,0.995562543,12582.26,5984121,1.22262E-07,0.995975412
5985095,1.2629E-07,1.2629E-07,0.995687177,12584.3,5985095,1.19058E-07,0.996092967
5986069,1.23091E-07,1.23091E-07,0.99580866,12586.35,5986069,1.15927E-07,0.996207438
5987044,1.19962E-07,1.19962E-07,0.99592706,12588.4,5987044,1.12867E-07,0.996318892
5988018,1.16902E-07,1.16902E-07,0.996042445,12590.45,5988018,1.09877E-07,0.996427399
5988992,1.13909E-07,1.13909E-07,0.996154882,12592.5,5988992,1.06956E-07,0.996533026
5989967,1.10983E-07,1.10983E-07,0.996264436,12594.55,5989967,1.04101E-07,0.99663584
5990941,1.08123E-07,1.08123E-07,0.996371171,12596.6,5990941,1.01313E-07,0.996735904
5991915,1.05326E-07,1.05326E-07,0.996475149,12598.64,5991915,9.85894E-08,0.996833284
5992890,1.02592E-07,1.02592E-07,0.996576434,12600.69,5992890,9.59295E-08,0.996928041
5993864,9.99207E-08,9.99207E-08,0.996675086,12602.74,5993864,9.3332E-08,0.997020237
5994838,9.73096E-08,9.73096E-08,0.996771164,12604.79,5994838,9.07958E-08,0.997109932
5995813,9.47581E-08,9.47581E-08,0.996864727,12606.84,5995813,8.83197E-08,0.997197185
5996787,9.22651E-08,9.22651E-08,0.996955833,12608.89,5996787,8.59025E-08,0.997282055
5997761,8.98295E-08,8.98295E-08,0.997044538,12610.94,5997761,8.35432E-08,0.997364598
5998736,8.74503E-08,8.74503E-08,0.997130898,12612.98,5998736,8.12405E-08,0.99744487
5999710,8.51263E-08,8.51263E-08,0.997214966,12615.03,5999710,7.89933E-08,0.997522925
6000684,8.28565E-08,8.28565E-08,0.997296796,12617.08,6000684,7.68007E-08,0.997598818
6001659,8.06399E-08,8.06399E-08,0.997376441,12619.13,6001659,7.46614E-08,0.9976726
6002633,7.84755E-08,7.84755E-08,0.997453952,12621.18,6002633,7.25745E-08,0.997744323
6003607,7.63622E-08,7.63622E-08,0.997529379,12623.23,6003607,7.05388E-08,0.997814039
6004582,7.4299E-08,7.4299E-08,0.997602771,12625.28,6004582,6.85534E-08,0.997881795
6005556,7.2285E-08,7.2285E-08,0.997674178,12627.33,6005556,6.66172E-08,0.997947641
6006530,7.03193E-08,7.03193E-08,0.997743645,12629.37,6006530,6.47293E-08,0.998011624
6007505,6.84007E-08,6.84007E-08,0.99781122,12631.42,6007505,6.28885E-08,0.998073791
6008479,6.65285E-08,6.65285E-08,0.997876949,12633.47,6008479,6.1094E-08,0.998134187
6009453,6.47017E-08,6.47017E-08,0.997940876,12635.52,6009453,5.93447E-08,0.998192856
6010428,6.29193E-08,6.29193E-08,0.998003044,12637.57,6010428,5.76398E-08,0.998249843
6011402,6.11804E-08,6.11804E-08,0.998063497,12639.62,6011402,5.59783E-08,0.99830519
6012376,5.94842E-08,5.94842E-08,0.998122277,12641.67,6012376,5.43592E-08,0.998358939
6013351,5.78298E-08,5.78298E-08,0.998179425,12643.71,6013351,5.27816E-08,0.99841113
6014325,5.62163E-08,5.62163E-08,0.99823498,12645.76,6014325,5.12448E-08,0.998461805
6015299,5.46429E-08,5.46429E-08,0.998288983,12647.81,6015299,4.97477E-08,0.998511001
6016273,5.31087E-08,5.31087E-08,0.998341473,12649.86,6016273,4.82895E-08,0.998558758
6017248,5.16129E-08,5.16129E-08,0.998392486,12651.91,6017248,4.68693E-08,0.998605113
